"sharedplate","n_shared","Meal","meal_accuracy","time","hunger","fullness","place_eaten","dish","ingredient","preperation_method","servingsize"
,,"Breakfast",1,"1/0/1900",5,5,"HOME","CHAI","MAJI, SUKARI, KARAFUU, TANGAWIZI,","BOILING, FIFTEEN MINUTES","ONE CUP C"
,,"Breakfast",1,"1/0/1900",5,5,"HOME","MAANDAZI","BOUGHT","BOUGHT","THREE ANDAZI A"
,,"Morning snack",2,,,,,,,,
,,"Lunch",1,"1/0/1900",5,5,"HOME","UGALI","UNGA WA SEMBE MAJI","BOILING, THIRTY MINUTES","PLATE D"
,,"Lunch",1,"1/0/1900",5,5,"HOME","DAGAA","DAGAA, MAFUTA, LIMAO, KITUNGUU NYANYA","ROASTING, TWENTY MINUTES","SAURCER D"
,,"Lunch",1,"1/0/1900",5,5,"HOME","MAZIWA MTINDI","MAZIWA MTINDI","EATEN RAW","200MLS"
,,"Snack afternoon",2,,,,,,,,
,,"Supper",1,"1/0/1900",5,5,"HOME","UJI WA MCHELE","MCHELE, MAFUTA, MAJI, CHUMVI","BOILING, TWENTY MINUTES","ONE CUP A"
,,"Snack evening",1,"1/0/1900",4,5,"HOME","MIHOGO","MIHOGO","EATEN RAW, BOUGHT","SAURCER D"
,,"Snack evening",1,"1/0/1900",4,5,"HOME","KACHUMBARI","NYANYA, KITUNGUU KAROTI, HOHO, LIMAO","BOUGHT","THREE PIECES OF SAME SIZE AS PLATE B OF MAGIMBI"
,,"Night snack",2,,,,,,,,
