"sharedplate","n_shared","Meal","meal_accuracy","time","hunger","fullness","place_eaten","dish","ingredient","preperation_method","servingsize"
,,"Breakfast",1,"1/0/1900",1,3,"HOME","UGALI","UNGA WA MAHINDI SEMBE, MAJI","COOKED FOR 15 MIN","1 PLATE C"
,,"Breakfast",1,"1/0/1900",1,3,"HOME","DAGAA","DAGAA, NYANYA CHUNGU, KITUNGUU, MAFUTA YA KUPIKIA, NYANYA, CHUMVI","COOKED FOR 10 MIN","1 SAURCER C"
,,"Breakfast",1,"1/0/1900",1,3,"HOME","MCHICHA","MCHICHA, NAZI KITUNGUU MAJI, CHUMVI","COOKED FOR 5 MIN","1 SAURCER B"
,,"Morning snack",2,,,,,,,,
,,"Lunch",1,"1/0/1900",2,3,"HOME","UGALI","UNGA WA MAHINDI SEMBE, MAJI","BOILED FOR 15 MIN","1 PLATE D"
,,"Lunch",1,"1/0/1900",2,3,"HOME","MAHARAGE","MAHARAGE, NAZI, KITUNGUU MAJI, MAFUTA, MAJI","COOKED FOR 3 HRS","1 SAURCER B"
,,"Lunch",1,"1/0/1900",2,3,"HOME","MATEMBELE","TEMBELE, MAFUTA NYANYA, LIMAO KITUNGUU MAJI, CHUMVI","COOKED FOR 5 MIN","1 SAURCER B"
,,"Snack afternoon",2,,,,,,,,
,,"Supper",1,"1/0/1900",2,3,"HOME","CHAI","MAJI, MAJANI YA CHAI, SUKARI","BOILED FOR 5 MIN","1 CUP C"
,,"Supper",1,"1/0/1900",2,3,"HOME","MKATE","ALINUNUA","ALINUNUA","2 BREAD - PLATE B"
,,"Snack evening",2,,,,,,,,
,,"Night snack",2,,,,,,,,
