"sharedplate","n_shared","Meal","meal_accuracy","time","hunger","fullness","place_eaten","dish","ingredient","preperation_method","servingsize"
,,"Breakfast",1,"1/0/1900",3,5,"HOME","CHAI","MAJI, SUKARI MAJANI YA CHAI, MDALASINI","BOILING, FIFTEEN MINUTES","ONE CUP C"
,,"Breakfast",1,"1/0/1900",3,5,"HOME","CHAPATI","BOUGHT","BOUGHT","TWO CHAPATI B"
,,"Morning snack",2,,,,,,,,
,,"Lunch",1,"1/0/1900",5,5,"HOME","UGALI","UNGA WA SEMBE MAJI","BOILING, TWENTY MINUTES","PLATE C"
,,"Lunch",1,"1/0/1900",5,5,"HOME","NYAMA","NYAMA YA NGOMBE, NYANYA, KITUNGUU MAJI, KITUNGUU SWAUMU HOHO, KAROTI HOHO","BOILING, AND ROASTING, ONE HOUR","SAURCER D"
,,"Snack afternoon",2,,,,,,,,
,,"Supper",1,"1/0/1900",3,4,"HOME","CHAI","MAJI, SUKARI, MAJANI YA CHAI KARAFUU","BOILING, FIFTEEN MINUTES","ONE CUP C"
,,"Supper",1,"1/0/1900",3,4,"HOME","MAANDAZI","BOUGHT","BOUGHT","THREE ANDAZI C"
,,"Snack evening",1,"1/0/1900",5,5,"HOME","WALI","WALI, CHUMVI, MAJI, NAZI","BOILING, THIRTY MINUTES","PLATE C"
,,"Snack evening",1,"1/0/1900",5,5,"HOME","NYAMA","NYAMA YA NG'OMBE, HOHO, KAROTI, KITUNGUU SWAUMU, KITUNGUU, NYANYA","COOKED IN THE AFTERNOON","SAURCER D"
,,"Night snack",2,,,,,,,,
