"sharedplate","n_shared","Meal","meal_accuracy","time","hunger","fullness","place_eaten","dish","ingredient","preperation_method","servingsize"
,,"Breakfast",1,"1/0/1900",3,3,"HOME","TEA","TEA LEAVES, SUGAR, WATER,","BOILED FOR 10MIN,","1 CUP-B"
,,"Breakfast",1,"1/0/1900",3,3,"HOME","VIAZI VITAMU","SWEET POTATOES, WATER","BOILED FOR 40 MIN","3 PIECE OF VIAZI VITAMU"
,,"Morning snack",2,,,,,,,,
,,"Lunch",1,"1/0/1900",3,4,"HOME","UGALI","MAIZE FLOUR (DONA), WATER","COOKED FOR 30 MIN","1 PLATE B"
,,"Lunch",1,"1/0/1900",3,4,"HOME","MCHICHA","MCHICHA, ONION, SALT, COOKING OIL","COOKED FOR 10 MIN","1 SAURCER B"
,,"Snack afternoon",2,,,,,,,,
,,"Supper",1,"1/0/1900",3,3,"HOME","UGALI","MAIZE FLOUR (DONA), WATER","COOKED FOR 40 MIN","1 PLATE C"
,,"Supper",1,"1/0/1900",3,3,"HOME","BEANS","BEANS, ONION, SALT, WATER, OIL","BOILED AND COOKED FOR 1 HR","1 SAURCER B"
,,"Snack evening",2,,,,,,,,
,,"Night snack",2,,,,,,,,
