"sharedplate","n_shared","Meal","meal_accuracy","time","hunger","fullness","place_eaten","dish","ingredient","preperation_method","servingsize"
,,"Breakfast",1,"1/0/1900",5,4,"HOME","CHAI","TEA LEAF SUGAR WATER","BOILED FOR 20 MINUTES","1 CUP C"
,,"Breakfast",1,"1/0/1900",5,4,"HOME","CHAPATI","WHEAT FLOUR COOKING OIL SALT","FRIED FOR 20 MINUTES","1 CHAPATI D"
,,"Morning snack",2,"",,,"",,,,
,,"Lunch",1,"1/0/1900",4,5,"HOME","UGALI","MAIZE FLOUR WATER","COOKED FOR 30 MINUTES","PLATE D"
,,"Lunch",1,"1/0/1900",4,5,"HOME","SAMAKI","FISH, ONION COOKING OIL TOMATOES SALT","FRIED THEN COOKED FOR 20 MINUTES","1 FISH B"
,,"Snack afternoon",2,"",,,"",,,,
,,"Supper",1,"1/0/1900",5,3,"HOME","MAZIWA","COW MILK","BOILED FOR 20 MINUTES","1 CUP C"
,,"Supper",1,"1/0/1900",5,3,"HOME","MKATE","BOUGHT","BOUGHT","1 BREAD A"
,,"Snack evening",2,"",,,"",,,,
,,"Night snack",2,"",,,"",,,,
