"sharedplate","n_shared","Meal","meal_accuracy","time","hunger","fullness","place_eaten","dish","ingredient","preperation_method","servingsize"
,,"Breakfast",1,"1/0/1900",3,4,"HOME","SUPU YA NG'OMBE,","WATER, BEEF, SALT, TANGAWIZI.","BOILED FOR 45 MINUTES.","PLATE B SUPU."
,,"Breakfast",1,"1/0/1900",3,4,"HOME","BANANA","BANANA, SALT, WATER","BOILED FOR 15 MINUTES","PLATE D BANANA"
,,"Morning snack",1,"1/0/1900",2,1,"HOME","SUGAR CANE",,"CUT INTO PIECE","PLATE C SUGAR"
,,"Lunch",1,"1/0/1900",3,3,"HOME","UGALI,","UNGA WA SEMBE WATER","COOKED FOR 30 MINUTES","PLATE C SHARED UGALI."
,,"Lunch",1,"1/0/1900",3,3,"HOME","BEEF,","BEEF, SALT COOKING OIL","FIRGHDE FOR 45 MINUTES","PLATE C."
,,"Lunch",1,"1/0/1900",3,3,"HOME","MCHICHA","MCHICHA, SALT COOKING OIL, ONION","COOKED FOR 10 MINUTES","MCHICHA SAURCER D"
,,"Snack afternoon",1,"1/0/1900",2,1,"HOME","FENESI",,"CUT INTO PIECE","PLATE D FENESI"
,,"Supper",1,"1/0/1900",4,3,"HOME","RICE","WATER, SALT, RICE, COOKING OIL","COOKED FOR 45 MINUTES","PLATE C RICE"
,,"Supper",1,"1/0/1900",4,3,"HOME","BEEF","BEEF, SALT, COOKING OIL.","FRIGHDE FOR 45 MINUTES.","PLATE C. SAURCER D SALADS"
,,"Supper",1,"1/0/1900",4,3,"HOME","SALADS","TOMATO, LEMON, ONION, SALT","CUT INTO SLICES",
,,"Snack evening",2,,,,,,,,
,,"Night snack",2,,,,,,,,
