"sharedplate","n_shared","Meal","meal_accuracy","time","hunger","fullness","place_eaten","dish","ingredient","preperation_method","servingsize"
,,"Breakfast",1,"1/0/1900",1,3,"HOME","CHAI","MDALASINI, PILIPILI MANGA MAJI, SUKARI","BOILED FOR 20 MIN","1 CUP C"
,,"Breakfast",1,"1/0/1900",1,3,"HOME","ANDAZI","ALINUNUA","ALINUNUA","2 ANDAZI B"
,,"Morning snack",2,,,,,,,,
,,"Lunch",1,"1/0/1900",3,4,"HOME","UGALI","UNGA WA MAHINDI, SEMBE, MAJI","BOILED FOR 30 MIN","1 PLATE A"
,,"Lunch",1,"1/0/1900",3,4,"HOME","DAGAA","DAGAA, KAROTI NYANYA, KITUNGUU HOHO, CHUMVI MAFUTA YA KUPIKIA.","COOKED FOR 10 MIN","SHARED 1 SAURCER A"
,,"Lunch",1,"1/0/1900",3,4,"HOME","MCHICHA","MCHICHA, KITUNGUU MAJI MAFUTA YA KUPIKIA","COOKED FOR 5 MIN","SHARED 1 SAURCER B"
,,"Snack afternoon",2,,,,,,,,
,,"Supper",1,"1/0/1900",2,4,"HOME","WALI","MCHELE, CHUMVI MAFUTA YA KUPIKIA MAJI","COOKED FOR 40 MIN","SHARED 1 PLATE B"
,,"Supper",1,"1/0/1900",2,4,"HOME","MAHARAGE","MAHARAGE NAZI, KITUNGUU CHUMVI","COOKED FOR 2 HRS","SHARED 1 SAURCER A"
,,"Snack evening",2,,,,,,,,
,,"Night snack",2,,,,,,,,
