"sharedplate","n_shared","Meal","meal_accuracy","time","hunger","fullness","place_eaten","dish","ingredient","preperation_method","servingsize"
2,,"Breakfast",1,"1/0/1900",3,5,"HOME","MAZIWA","MAZIWA, IRIKI","BOILING EIGHT MINUTES","ONE CUP A"
2,,"Breakfast",1,"1/0/1900",3,5,"HOME","CHAPATI","BOUGHT","BOUGHT","2 CHAPATI B"
2,,"Morning snack",1,"1/0/1900",4,4,"HOME","MACHUNGWA","MACHUNGWA","EATEN RAW","TWO ORANGE B"
2,,"Lunch",1,"1/0/1900",5,5,"HOME","UGALI","UNGA WA SEMBE MAJI","BOILING, TWENTY MINUTES","1 PLATE D"
2,,"Lunch",1,"1/0/1900",5,5,"HOME","SAMAKI AND MCHUZI","SAMAKI, CHUMVI, MAJI, NAZI, NYANYA KITUNGUU NYANYA CHUNGU, MAFUTA","ROASTING, FIFTEEN MINUTES","THREE FISH A WITH MCHUZI SAURCER D"
2,,"Lunch",1,"1/0/1900",5,5,"HOME","MATEMBELE","MATEMBELE, CHUMVI NYANYA, MAFUTA, KITUNGUU","FRYING, FIVE MINUTES","SAURCER B"
2,,"Snack afternoon",1,"1/0/1900",5,5,"HOME","NDIZI YA KUIVA","NDIZI YA KUIVA","EATEN RAW","ONE PLATE A"
1,2,"Supper",1,"1/0/1900",5,5,"HOME","WALI","MCHELE, CHUMVI MAJI, MAFUTA","BOILING, THIRTY MINUTES","PLATE F"
1,2,"Supper",1,"1/0/1900",5,5,"HOME","MAHARAGE","MAHARAGE, MAJI, CHUMVI, NAZI HOHO, KAROTI, KITUNGUU","BOILING AND FRYING, TWO AND HALF HOUR","SAURCER A"
2,,"Snack evening",2,"",,,"",,,,
2,,"Night snack",1,"1/0/1900",5,5,"HOME","SODA","BOUGHT","BOUGHT","300MLS"
