"sharedplate","n_shared","Meal","meal_accuracy","time","hunger","fullness","place_eaten","dish","ingredient","preperation_method","servingsize"
,,"Breakfast",1,"1/0/1900",5,5,"HOME","CHAI","MDALASINI, IRIKI","BOILED FOR 15 MINUTES","CUP C - ONE"
,,"Breakfast",1,"1/0/1900",5,5,"HOME","BAGIA","BOUGHT","BOUGHT","5 BAGIA AS ANDAZI B"
,,"Morning snack",1,"1/0/1900",1,1,"HOME","EMBE",,,"EMBE C TWO EMBE"
,,"Lunch",1,"1/0/1900",4,4,"HOME","UGALI","MAIZE FLOUR SEMBE","COOKED FOR 15 MINUTES","PLATE D - ONE"
,,"Lunch",1,"1/0/1900",4,4,"HOME","DAGAA","LIMAO, COOKING OIL, CHUMVI","FLIED FOR 10 MINUTES","PLATE B - ONE"
,,"Lunch",1,"1/0/1900",4,4,"HOME","MLENDA","NYANYA CHUNGU, MAGADI, SALT, BAMIA, CHUMVI","COOKED FOR 10 MINUTES","MLENDA AS BAMIA SAURCER - B"
,,"Snack afternoon",2,,,,,,,,
,,"Supper",1,"1/0/1900",4,5,"HOME","UGALI","MAIZE FLOUR SEMBE WATER","COOKED FOR TEN MINUTES","PLATE D - ONE"
,,"Supper",1,"1/0/1900",4,5,"HOME","DAGAA","LIMAO, SALT, COOKING OIL","FLIED FOR TEN MINUTES","SAURCER - B"
,,"Supper",1,"1/0/1900",4,5,"HOME","MLENDA","BAMIA, SALT, NYANYA CHUNGU, MAJI","COOKED FOR TEN MINUTES","MLENDA AS SAURCER B BAMIA"
,,"Snack evening",2,,,,,,,,
,,"Night snack",2,,,,,,,,
