"sharedplate","n_shared","Meal","meal_accuracy","time","hunger","fullness","place_eaten","dish","ingredient","preperation_method","servingsize"
,,"Breakfast",1,"1/0/1900",5,4,"HOME","CHAI","TEA LEAVES, SUGAR, GINGER,","BOILED FOR 10 MINUTES","1 CUP C"
,,"Breakfast",1,"1/0/1900",5,4,"HOME","NDIZI","BANANA, CHUMVI, WHEAT FLOUR, COOKING OIL","FRIED FOR 30 MINUTES","PLATE D"
,,"Morning snack",2,,,,,,,,
,,"Lunch",1,"1/0/1900",5,4,"HOME","UGALI","MAIZE FLOUR WATER","COOKED FOR 30 MINUTES","PLATE D"
,,"Lunch",1,"1/0/1900",5,4,"HOME","NYAMA","BEEF, ONION TOMATO, SALT COOKING OIL","COOKED FOR 1 HOUR","SAURCER B"
,,"Snack afternoon",2,,,,,,,,
,,"Supper",1,"1/0/1900",4,3,"HOME","CHAI","TEA, LEAF, SUGA, WATER","BOILED FOR 10 MINUTES","1 CUP C"
,,"Supper",1,"1/0/1900",4,3,"HOME","VITUMBUA","RICE FLOUR, OIL, SALT, SUGAR","FRIED FOR 20 MINUTES","2-VITUMBUA A"
,,"Snack evening",2,,,,,,,,
,,"Night snack",2,,,,,,,,
