"sharedplate","n_shared","Meal","meal_accuracy","time","hunger","fullness","place_eaten","dish","ingredient","preperation_method","servingsize"
,,"Breakfast",1,"1/0/1900",5,5,"HOME","CHAI","MAJI, SUKARI, TANGAWIZI, MDALASINI,","BOILING, DAKIKA KUMI,","ONE CUP C"
,,"Breakfast",1,"1/0/1900",5,5,"HOME","CHAPATI","UNGA WA NGANO, CHUMVI, MAFUTA, MAJI","FRYING, ONE HOUR","TWO CHAPATI B"
,,"Morning snack",1,"1/0/1900",3,4,"HOME","VITUMBUA","COOKED BY SISTER IN LAW","COOKED BY SISTER IN LAW","2 VITUMBUA B"
,,"Lunch",1,"1/0/1900",4,5,"HOME","UGALI","UNGA WA SEMBE, MAJI,","BOILING, FIFTEEN MINUTES","PLATE D"
,,"Lunch",1,"1/0/1900",4,5,"HOME","MAHARAGE","MAHARAGE, MAJI, CHUMVI, KITUNGUU, MAFUTA","BOILING, ONE HOUR THIRTY MINUTES","SAURCER D"
,,"Snack afternoon",2,,,,,,,,
,,"Supper",1,"1/0/1900",3,5,"HOME","UGALI","UNGA WA SEMBE, MAJI","BOILING, FIFTEEN MINUTES","PLATE D"
,,"Supper",1,"1/0/1900",3,5,"HOME","NYAMA","NYAMA, KITUNGUU, NYANYA, MAEMBE MABICHI, CHUMVI, MAJI","BOILING, THIRTY MINUTES","SAURCER D"
,,"Snack evening",2,,,,,,,,
,,"Night snack",2,,,,,,,,
