"sharedplate","n_shared","Meal","meal_accuracy","time","hunger","fullness","place_eaten","dish","ingredient","preperation_method","servingsize"
,,"Breakfast",1,"1/0/1900",4,5,"HOME","CHAI","TEA LEAF, SUGAR, WATER","BOILED FOR 20 MINUTES,","1 CUP C"
,,"Breakfast",1,"1/0/1900",4,5,"HOME","CHAPATI","BOUGHT","BOUGHT","1 CHAPATI B"
,,"Morning snack",2,"",,,"",,,,
,,"Lunch",1,"1/0/1900",4,4,"HOME","UGALI","MAIZE FLOUR, WATER","COOKED FOR 30 MINUTES,","PLATE D"
,,"Lunch",1,"1/0/1900",4,4,"HOME","MATEMBELE","MATEMBELE, NYANYA, CHUMVI, MAFUTA","COOKED FOR 30 MINUTES","SAURCER D"
,,"Snack afternoon",2,"",,,"",,,,
,,"Supper",1,"1/0/1900",4,5,"HOME","CHAI","TEA LEAF, WATER, SUGAR","BOILED FOR 20 MINUTES","CUP C"
,,"Supper",1,"1/0/1900",4,5,"HOME","ANDAZI","BOUGHT","BOUGHT","3 ANDAZI"
,,"Snack evening",2,"",,,"",,,,
,,"Night snack",2,"",,,"",,,,
