"sharedplate","n_shared","Meal","meal_accuracy","time","hunger","fullness","place_eaten","dish","ingredient","preperation_method","servingsize"
,,"Breakfast",1,"1/0/1900",3,3,"HOME","TEA","WATER, SUGAR, TEALEAVES","BOILED FOR 20MIN.","1 CUP - B"
,,"Breakfast",1,"1/0/1900",3,3,"HOME","MAGIMBI","BOILED MAGIMBI, SALT","BOILED FOR 30MIN","2 PIECE OF MAGIMBI"
,,"Morning snack",2,,,,,,,,
,,"Lunch",1,"1/0/1900",3,4,"HOME","TEA","WATER, SUGAR, TEA LEAVES","BOILED FOR 20 MINUTES.","1 CUP -B"
,,"Lunch",1,"1/0/1900",3,4,"HOME","MAGIMBI","BOILED MAGIMBI,SALT","BOILED FOR 30 MINUTES","2 PIECE OF MAGIMBI"
,,"Snack afternoon",2,,,,,,,,
,,"Supper",1,"1/0/1900",4,4,"HOME","TEA","WATER, SUGAR, TEA LEAVES","BOILED FOR 20 MINUTES","1 CUP - B"
,,"Supper",1,"1/0/1900",4,4,"HOME","MAGIMBI","BOILING MAGIMBI, SALT","BOILED FOR 30 MINUTES","2 PIECE OF MAGIMBI"
,,"Snack evening",2,,,,,,,,
,,"Night snack",2,,,,,,,,
