"sharedplate","n_shared","Meal","meal_accuracy","time","hunger","fullness","place_eaten","dish","ingredient","preperation_method","servingsize"
,,"Breakfast",1,"1/0/1900",4,4,"HOME","TEA","TEA LEAVES SUGAR, WATER","BOILED FOR 1 HOUR.","1 CUP C"
,,"Breakfast",1,"1/0/1900",4,4,"HOME","CHAPATI","BOUGHT","BOUGHT","2 CHAPATI D"
,,"Morning snack",2,,,,,,,,
,,"Lunch",1,"1/0/1900",3,2,"HOME","WALI","RICE, COCONUT OIL, SALT WATER","COOKED FOR 1 HOUR","1 PLATE B"
,,"Lunch",1,"1/0/1900",3,2,"HOME","SAMAKI","FISH, COCONUT OIL, SALT ONION; CAROTS","COOKED FOR 30 MIN","1 SAURCER C"
,,"Snack afternoon",2,,,,,,,,
,,"Supper",1,"1/0/1900",3,3,"HOME","UGALI","MAIZE FLOUR, WATER","COOKED FOR 25 MIN","1 PLATE B"
,,"Supper",1,"1/0/1900",3,3,"HOME","BEAN'S","BEANS, ONION, CARROTS, SALT, WATER, COOKING OIL.","BOILED AND COOKED FOR 2 HOUR.","1 SAURCER B"
,,"Snack evening",2,,,,,,,,
,,"Night snack",2,,,,,,,,
