"sharedplate","n_shared","Meal","meal_accuracy","time","hunger","fullness","place_eaten","dish","ingredient","preperation_method","servingsize"
,,"Breakfast",1,"1/0/1900",2,4,"HOME","CHAI","SUKARI, KARAFUU.","BOILED FOR 10 MINUTES.","CUP C - ONE"
,,"Breakfast",1,"1/0/1900",2,4,"HOME","MANDAZI","BOUGHT","BOUGHT.","ANDAZI - C THREE MANDAZI"
,,"Morning snack",2,"",,,"",,,,
,,"Lunch",1,"1/0/1900",2,4,"HOME","UGALI","MAIZE FLOUR (SEMBE), WATER","COOKED FOR 30 MINUTES.","PLATE D-ONE"
,,"Lunch",1,"1/0/1900",2,4,"HOME","FRIED FISH","SALT, ONION, WATER, COOKING OIL, TOMATOES. CARROTE,","COOKED FOR 30 MINUTES","MCHUZI SAURCER-D FISH B- TWO FISHES"
,,"Lunch",1,"1/0/1900",2,4,"HOME","MCHICHA","SALT, COOKING OIL, ONION","COOKED FOR 10 MINUTES","SAURCER-D PLATE ONE"
,,"Snack afternoon",1,"1/0/1900",1,1,"HOME","EMBE",,,"EMBE  - C, ONE EMBE"
,,"Supper",1,"1/0/1900",2,4,"HOME","WALI","ILIKI, SALT, COOKING OIL","PREPARED FOR HER MOTHER","PLATE C - ONE"
,,"Supper",1,"1/0/1900",2,4,"HOME","FRIED FISH","SALT, ONION, COOKING OIL, TOMATOES, WATER","COOKED FOR 30 MINUTES","MCHUZI SAURCER - D. TWO FISHES"
,,"Snack evening",2,"",,,"",,,,
,,"Night snack",2,"",,,"",,,,
