"sharedplate","n_shared","Meal","meal_accuracy","time","hunger","fullness","place_eaten","dish","ingredient","preperation_method","servingsize"
,,"Breakfast",1,"1/0/1900",2,3,"HOME","PORRIDGE","MAIZE FLOUR SUGAR","BOILED FOR 15 MIN.","1 CUP B"
,,"Morning snack",1,"1/0/1900",2,3,"HOME","TEA","MDALASINI, TEA LEAVES, SUGAR","BOILED FOR. 10 MIN. .","1 CUP C"
,,"Morning snack",1,"1/0/1900",2,3,"HOME","MANDAZI.","BOUGHT.","BOUGHT","3 ANDAZI A"
,,"Lunch",1,"1/0/1900",3,4,"HOME","UGALI","MAIZE FLOUR.","COOKED FOR 40 MIN.","1 PLATE D. ."
,,"Lunch",1,"1/0/1900",3,4,"HOME","SAMAKI","SAMAKI, ONION TOMATOE, COOKING OIL, SALT","COOKED FOR 30 MIN.","1 FISH B"
,,"Lunch",1,"1/0/1900",3,4,"HOME","TEMBELE","TEMBERE, ONION COOKING OIL SALT","COOKED FOR 20 MIN.","1 SAURCER D."
,,"Snack afternoon",2,,,,,,,,
,,"Supper",1,"1/0/1900",2,3,"HOME","TEA","TEA LEAVES, SUGAR MDALASINI","BOILED FOR 10 MIN.","1 CUP C"
,,"Supper",1,"1/0/1900",2,3,"HOME","BREAD","BOUGHT","BOUGHT","2 BREAD A"
,,"Snack evening",2,,,,,,,,
,,"Night snack",2,,,,,,,,
