"sharedplate","n_shared","Meal","meal_accuracy","time","hunger","fullness","place_eaten","dish","ingredient","preperation_method","servingsize"
,,"Breakfast",1,"1/0/1900",3,3,"HOME","TEA","MDALASINI WATER, SUGAR","BOILED FOR 30 MIN.","1 CUP B"
,,"Breakfast",1,"1/0/1900",3,3,"HOME","MANDAZI","BOUGHT","BOUGHT","3 ANDAZI A"
,,"Morning snack",2,,,,,,,,
,,"Lunch",1,"1/0/1900",4,4,"HOME","UGALI","MAIZE FLOUR WATER","COOKED FOR 40 MIN","1 PLATE B"
,,"Lunch",1,"1/0/1900",4,4,"HOME","SAMAKI","FISH, ONION TOMATOES, SALT COOKING OIL, CAROT'S","FRIED AND COOKED FOR 30 MIN","3 FISH B"
,,"Snack afternoon",2,,,,,,,,
,,"Supper",1,"1/0/1900",3,3,"HOME","TEA","SUGAR, MDALASINI, KARAFUU, WATER","BOILED FOR 30 MIN","1 CUP C"
,,"Supper",1,"1/0/1900",3,3,"HOME","TAMBI","TAMBI, SALT, WATER","BOILED FOR 1 HOUR.","1 PLATE B"
,,"Snack evening",2,,,,,,,,
,,"Night snack",2,,,,,,,,
