"sharedplate","n_shared","Meal","meal_accuracy","time","hunger","fullness","place_eaten","dish","ingredient","preperation_method","servingsize"
,,"Breakfast",1,"1/0/1900",2,2,"HOME","TEA","SUGAR, TEA LEAVES","BOILED FOR 10 MIN","1 CUP C"
,,"Breakfast",1,"1/0/1900",2,2,"HOME","MAANDAZI","BOUGHT","BOUGHT","4 ANDAZI B"
,,"Morning snack",2,,,,,,,,
,,"Lunch",1,"1/0/1900",4,4,"HOME","UGALI","MAIZE FLOUR, WATER","COOKED FOR 25 MIN","1 PLATE D"
,,"Lunch",1,"1/0/1900",4,4,"HOME","MAZIWA","BOUGHT","BOUGHT","1 CUP B"
,,"Snack afternoon",2,,,,,,,,
,,"Supper",1,"1/0/1900",3,3,"HOME","UGALI","MAIZE FLOUR,WATER","COOKED FOR 20 MIN","1 PLATE C SHARED"
,,"Supper",1,"1/0/1900",3,3,"HOME","SAMAKI","SAMAKI, ONION,NYANYA,SALT","COOKED FOR 20 MIN","5 SAMAKI B SHARED"
,,"Snack evening",2,,,,,,,,
,,"Night snack",2,,,,,,,,
