"sharedplate","n_shared","Meal","meal_accuracy","time","hunger","fullness","place_eaten","dish","ingredient","preperation_method","servingsize"
,,"Breakfast",1,"1/0/1900",4,5,"HOME","UJI","UNGA WA SEMBE, MAJI","BOILED FOR 30 MINUTES","TWO CUP C"
,,"Breakfast",1,"1/0/1900",4,5,"HOME","NDIZI","NDIZI, SALT, WATER","COOKED FOR 45 MINUTES","ONE NDIZI PLATE D."
,,"Morning snack",2,,,,,,,,
,,"Lunch",1,"1/0/1900",3,5,"HOME","UGALI","UGALI, WATER, UNGA WA SEMBE","COOKED FOR ONE HOUR.","SHARED ONE UGALI PLATE A"
,,"Lunch",1,"1/0/1900",3,5,"HOME","MCHICHA","MCHICHA, SALT, WATER.","COOKED FOR 30 MINUTES.","SHARED ONE MCHICHA SAURCER D"
,,"Lunch",1,"1/0/1900",3,5,"HOME","SAMAKI","SAMAKI, SALT, COOKING OIL","FRY FOR 30 MINUTES","ONE FISH D"
,,"Snack afternoon",2,,,,,,,,
,,"Supper",2,,,,,,,,
,,"Snack evening",2,,,,,,,,
,,"Night snack",2,,,,,,,,
