"sharedplate","n_shared","Meal","meal_accuracy","time","hunger","fullness","place_eaten","dish","ingredient","preperation_method","servingsize"
,,"Breakfast",1,"1/0/1900",4,3,"HOME","TEA","TANGAWIZI, MAJANI YA CHAI, MDALASINI, MAJI SUKARI","BOILED FOR 30 MIN","1 CUP B"
,,"Breakfast",1,"1/0/1900",4,3,"HOME","NDIZI ZA KUKAANGA","BANANA, COOKING OIL SALT","FRIED FOR 30 MIN","7 BANANA COMPARED TO PLATE A YELLOW BANANA"
,,"Morning snack",2,"",,,"",,,,
,,"Lunch",1,"1/0/1900",3,3,"HOME","UGALI","UNGA WA SEMBE, MAJI","COOKED FOR 30 MIN","PLATE C"
,,"Lunch",1,"1/0/1900",3,3,"HOME","MCHICHA","MCHICHA, KITUNGUU MAFUTA YA KULA","COOKED FOR 10 MIN","SAUCER D"
,,"Snack afternoon",2,"",,,"",,,,
,,"Supper",1,"1/0/1900",3,3,"HOME","UGALI","UNGA WA SEMBE MAJI","COOKED FOR 30 MIN","PLATE C"
,,"Supper",1,"1/0/1900",3,3,"HOME","NYAMA YA MBUZI","MAFUTA YA KULA NYAMA YA MBUZI, LIMAO TANGAWIZI, KAROTI, KITUNGUU","COOKED FOR 30MIN","BEEF SAUCER D"
,,"Supper",1,"1/0/1900",3,3,"HOME","MLENDA","MAGADI, NYANYACHUNGU","COOKED FOR 1 HOUR","COMPARED TO BAMIA SAUCER D"
,,"Snack evening",2,"",,,"",,,,
,,"Night snack",2,"",,,"",,,,
