"sharedplate","n_shared","Meal","meal_accuracy","time","hunger","fullness","place_eaten","dish","ingredient","preperation_method","servingsize"
,,"Breakfast",1,"1/0/1900",4,4,"HOME","TEA","TEA LEAVES, SUGAR","BOILED FOR 10 MIN","1 CUP B"
,,"Breakfast",1,"1/0/1900",4,4,"HOME","NDIZI","FRIED BANANAS","FRIED FOR 10 MIN","1 PLATE D"
,,"Morning snack",2,"",,,"",,,,
,,"Lunch",1,"1/0/1900",3,3,"HOME","UGALI","MAIZE FLOUR","COOKED FOR 20 MIN","1 PLATE D"
,,"Lunch",1,"1/0/1900",3,3,"HOME","SAMAKI","SAMAKI, SALT NYANYA, ONION, OIL","COOKED FOR 15 MIN","3 SAMAKI A"
,,"Snack afternoon",2,"",,,"",,,,
,,"Supper",1,"1/0/1900",3,3,"HOME","UGALI","MAIZE FLOUR WATER","COOKED FOR 10 MIN","1 PLATE D"
,,"Supper",1,"1/0/1900",3,3,"HOME","MAHARAGE","MAHARAGE, COOKING OIL SALT","COOKED FOR 45 MIN","1 SAURCER B"
,,"Snack evening",2,"",,,"",,,,
,,"Night snack",2,"",,,"",,,,
