"sharedplate","n_shared","Meal","meal_accuracy","time","hunger","fullness","place_eaten","dish","ingredient","preperation_method","servingsize"
,,"Breakfast",1,"1/0/1900",3,3,"HOME","TEA","MDALASINI PILIPILI MANGA SUGAR, WATER","BOILED FOR 10 MIN","1 CUP B"
,,"Breakfast",1,"1/0/1900",3,3,"HOME","BREAD","BOUGHT","BOUGHT","2 BREAD C"
,,"Morning snack",2,,,,,,,,
,,"Lunch",1,"1/0/1900",4,4,"HOME","UGALI","MAIZE FLOUR WATER","COOKED FOR 20 MIN","1 PLATE C."
,,"Lunch",1,"1/0/1900",4,4,"HOME","DAGAA.","DAGAA, ONION, TOMATOE COOKING OIL, SALT, WATER","COOKED FOR 3O MIN.","1 SAURCER B"
,,"Snack afternoon",2,,,,,,,,
,,"Supper",1,"1/0/1900",3,3,"HOME","UGALI","MAIZE FLOUR WATER","COOKED FOR 20 MIN.","1 PLATE C"
,,"Supper",1,"1/0/1900",3,3,"HOME","DAGAA","DAGAA, ONION, TOMATOES COOKING OIL SALT, WATER","COOKED FOR 30 MIN","1 SAURCER"
,,"Snack evening",2,,,,,,,,
,,"Night snack",2,,,,,,,,
