"sharedplate","n_shared","Meal","meal_accuracy","time","hunger","fullness","place_eaten","dish","ingredient","preperation_method","servingsize"
,,"Breakfast",1,"1/0/1900",3,4,"HOME","UJI","SUKARI CHUMVI, MAJI, UNGA SEMBE","COOKED FOR 1 HOUR","ONE CUP C"
,,"Morning snack",2,"",,,"",,,,
,,"Lunch",1,"1/0/1900",3,4,"HOME","UGALI","MAJI, UNGA SEMBE","COOKED FOR 1 HOUR","ONE PLATE C"
,,"Lunch",1,"1/0/1900",3,4,"HOME","DAGAA","DAGAA, NYANYA, CHUMVI VITUNGUU, MAFUTA","COOKED FOR 20 MINUTE","ONE SAURCER B"
,,"Lunch",1,"1/0/1900",3,4,"HOME","TEMBELE","TEMBELE, LIMAO CHUMVI, MAFUTA KITUNGUU","COOKED FOR 10 MINUTE","ONE SAURCER D"
,,"Snack afternoon",2,"",,,"",,,,
,,"Supper",1,"1/0/1900",4,4,"HOME","CHAI","MAJANI YA CHAI, SUKARI","BOILED FOR 15 MINUTES","ONE CUP C"
,,"Supper",1,"1/0/1900",4,4,"HOME","MKATE","BOUGHT","BOUGHT","ONE BREAD A."
,,"Snack evening",2,"",,,"",,,,
,,"Night snack",2,"",,,"",,,,
