"sharedplate","n_shared","Meal","meal_accuracy","time","hunger","fullness","place_eaten","dish","ingredient","preperation_method","servingsize"
,,"Breakfast",1,"1/0/1900",5,4,"HOME","UJI","RICE, OIL SALT,","BOILED FOR 30 MINUTES","1 CUP B"
,,"Morning snack",2,,,,,,,,
,,"Lunch",1,"1/0/1900",3,4,"HOME","UGALI","MAIZE FLOUR WATER","COOKED FOR 30 MINUTES","PLATE D"
,,"Lunch",1,"1/0/1900",3,4,"HOME","SAMAKI","FISH, OIL SALT","FRIED FOR 20 MINUTES","2 FISH B"
,,"Lunch",1,"1/0/1900",3,4,"HOME","OKRA","OKRA SALT","COOKED FOR 10 MINUTES","SAURCER A"
,,"Snack afternoon",2,,,,,,,,
,,"Supper",1,"1/0/1900",4,3,"HOME","JUICE","MANGO SUGAR","BLENDED FOR 10 MINUTES","1 CUP C"
,,"Supper",1,"1/0/1900",4,3,"HOME","KACHORI","IRISHI POTATOES SALT WHEAT FLOUR","FRIED FOR 30 MINUTES","PLATE D"
,,"Snack evening",2,,,,,,,,
,,"Night snack",2,,,,,,,,
